Textbox1
"Omejitev izpisa:
Skupina dogodkov: Požari v naravi oziroma na prostem, Požari v komunalnih in drugih zabojnikih, Požari na prometnih sredstvih, Požari v objektih"

Povzrocitev,Leto,PKID,Textbox6
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Nemočna oseba,0,do 10.000 €,0,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Nemočna oseba,0,do 10.000 €,0,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Nemočna oseba,0,do 10.000 €,0,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Nemočna oseba,0,do 10.000 €,0,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Nemočna oseba,0,do 10.000 €,0,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Nemočna oseba,1,do 10.000 €,0,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Nemočna oseba,0,do 10.000 €,0,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Nemočna oseba,2,do 10.000 €,1,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Nemočna oseba,0,do 10.000 €,0,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Nemočna oseba,0,Ni podatka,0,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Nemočna oseba,1,Ni podatka,0,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Nemočna oseba,0,Ni podatka,0,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Nemočna oseba,0,Ni podatka,0,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Nemočna oseba,0,Ni podatka,0,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Nemočna oseba,0,Ni podatka,0,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Nemočna oseba,0,Ni podatka,0,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Nemočna oseba,0,Ni podatka,0,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Nemočna oseba,0,Ni podatka,0,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Nemočna oseba,1,Ni podatka,1,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Nemočna oseba,0,Ni podatka,0,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Nemočna oseba,2,Ni podatka,0,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Nemočna oseba,0,Ni podatka,0,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Psihično motena oseba,0,Ni podatka,0,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Psihično motena oseba,0,Ni podatka,0,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Psihično motena oseba,1,Ni podatka,1,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Psihično motena oseba,0,Ni podatka,0,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Psihično motena oseba,0,Ni podatka,0,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Psihično motena oseba,0,Ni podatka,0,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Psihično motena oseba,0,Ni podatka,0,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Psihično motena oseba,0,Ni podatka,0,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Psihično motena oseba,0,Ni podatka,0,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Psihično motena oseba,0,Ni podatka,0,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Psihično motena oseba,0,Ni podatka,0,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Psihično motena oseba,0,Ni podatka,0,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Psihično motena oseba,0,Ni podatka,0,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Naravni pojavi,0,Ni gmotne škode,0,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Naravni pojavi,1,Ni gmotne škode,0,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Naravni pojavi,0,Ni gmotne škode,0,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Naravni pojavi,0,Ni gmotne škode,0,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Naravni pojavi,1,Ni gmotne škode,0,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Naravni pojavi,0,Ni gmotne škode,0,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Naravni pojavi,2,Ni gmotne škode,1,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Naravni pojavi,3,Ni gmotne škode,0,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Naravni pojavi,2,Ni gmotne škode,1,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Naravni pojavi,1,Ni gmotne škode,0,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Naravni pojavi,1,Ni gmotne škode,0,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Naravni pojavi,1,Ni gmotne škode,0,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Naravni pojavi,3,Ni gmotne škode,1,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Naravni pojavi,0,do 10.000 €,0,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Naravni pojavi,1,do 10.000 €,0,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Naravni pojavi,0,do 10.000 €,0,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Naravni pojavi,0,do 10.000 €,0,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Naravni pojavi,1,do 10.000 €,0,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Naravni pojavi,0,do 10.000 €,0,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Naravni pojavi,2,do 10.000 €,0,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Naravni pojavi,3,do 10.000 €,0,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Naravni pojavi,2,do 10.000 €,1,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Naravni pojavi,1,do 10.000 €,1,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Naravni pojavi,1,do 10.000 €,1,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Naravni pojavi,1,do 10.000 €,1,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Naravni pojavi,3,do 10.000 €,2,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Naravni pojavi,0,Ni podatka,0,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Naravni pojavi,1,Ni podatka,1,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Naravni pojavi,0,Ni podatka,0,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Naravni pojavi,0,Ni podatka,0,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Naravni pojavi,1,Ni podatka,1,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Naravni pojavi,0,Ni podatka,0,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Naravni pojavi,2,Ni podatka,1,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Naravni pojavi,3,Ni podatka,3,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Naravni pojavi,2,Ni podatka,0,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Naravni pojavi,1,Ni podatka,0,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Naravni pojavi,1,Ni podatka,0,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Naravni pojavi,1,Ni podatka,0,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Naravni pojavi,3,Ni podatka,0,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Povzročile živali,0,do 10.000 €,0,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Povzročile živali,0,do 10.000 €,0,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Povzročile živali,0,do 10.000 €,0,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Povzročile živali,0,do 10.000 €,0,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Povzročile živali,2,do 10.000 €,0,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Povzročile živali,1,do 10.000 €,1,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Povzročile živali,1,do 10.000 €,1,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Povzročile živali,0,do 10.000 €,0,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Povzročile živali,0,do 10.000 €,0,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Povzročile živali,0,do 10.000 €,0,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Povzročile živali,1,do 10.000 €,0,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Povzročile živali,0,do 10.000 €,0,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Povzročile živali,1,do 10.000 €,1,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Povzročile živali,0,10.000 € - 50.000 €,0,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Povzročile živali,0,10.000 € - 50.000 €,0,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Povzročile živali,0,10.000 € - 50.000 €,0,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Povzročile živali,0,10.000 € - 50.000 €,0,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Povzročile živali,2,10.000 € - 50.000 €,1,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Povzročile živali,1,10.000 € - 50.000 €,0,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Povzročile živali,1,10.000 € - 50.000 €,0,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Povzročile živali,0,10.000 € - 50.000 €,0,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Povzročile živali,0,10.000 € - 50.000 €,0,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Povzročile živali,0,10.000 € - 50.000 €,0,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Povzročile živali,1,10.000 € - 50.000 €,0,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Povzročile živali,0,10.000 € - 50.000 €,0,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Povzročile živali,1,10.000 € - 50.000 €,0,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Povzročile živali,0,Ni podatka,0,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Povzročile živali,0,Ni podatka,0,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Povzročile živali,0,Ni podatka,0,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Povzročile živali,0,Ni podatka,0,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Povzročile živali,2,Ni podatka,1,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Povzročile živali,1,Ni podatka,0,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Povzročile živali,1,Ni podatka,0,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Povzročile živali,0,Ni podatka,0,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Povzročile živali,0,Ni podatka,0,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Povzročile živali,0,Ni podatka,0,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Povzročile živali,1,Ni podatka,1,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Povzročile živali,0,Ni podatka,0,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Povzročile živali,1,Ni podatka,0,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Drugo,41,Ni gmotne škode,1,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Drugo,33,Ni gmotne škode,1,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Drugo,40,Ni gmotne škode,2,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Drugo,44,Ni gmotne škode,1,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Drugo,36,Ni gmotne škode,2,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Drugo,18,Ni gmotne škode,0,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Drugo,81,Ni gmotne škode,4,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Drugo,63,Ni gmotne škode,2,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Drugo,72,Ni gmotne škode,4,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Drugo,68,Ni gmotne škode,2,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Drugo,58,Ni gmotne škode,5,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Drugo,66,Ni gmotne škode,11,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Drugo,64,Ni gmotne škode,6,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Drugo,41,do 10.000 €,13,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Drugo,33,do 10.000 €,17,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Drugo,40,do 10.000 €,9,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Drugo,44,do 10.000 €,18,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Drugo,36,do 10.000 €,11,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Drugo,18,do 10.000 €,5,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Drugo,81,do 10.000 €,32,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Drugo,63,do 10.000 €,24,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Drugo,72,do 10.000 €,37,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Drugo,68,do 10.000 €,21,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Drugo,58,do 10.000 €,39,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Drugo,66,do 10.000 €,37,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Drugo,64,do 10.000 €,52,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Drugo,41,10.000 € - 50.000 €,1,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Drugo,33,10.000 € - 50.000 €,0,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Drugo,40,10.000 € - 50.000 €,4,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Drugo,44,10.000 € - 50.000 €,0,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Drugo,36,10.000 € - 50.000 €,1,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Drugo,18,10.000 € - 50.000 €,0,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Drugo,81,10.000 € - 50.000 €,3,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Drugo,63,10.000 € - 50.000 €,2,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Drugo,72,10.000 € - 50.000 €,11,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Drugo,68,10.000 € - 50.000 €,5,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Drugo,58,10.000 € - 50.000 €,4,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Drugo,66,10.000 € - 50.000 €,4,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Drugo,64,10.000 € - 50.000 €,6,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Drugo,41,50.000 € - 100.000 €,0,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Drugo,33,50.000 € - 100.000 €,0,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Drugo,40,50.000 € - 100.000 €,1,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Drugo,44,50.000 € - 100.000 €,0,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Drugo,36,50.000 € - 100.000 €,1,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Drugo,18,50.000 € - 100.000 €,0,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Drugo,81,50.000 € - 100.000 €,0,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Drugo,63,50.000 € - 100.000 €,0,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Drugo,72,50.000 € - 100.000 €,0,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Drugo,68,50.000 € - 100.000 €,0,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Drugo,58,50.000 € - 100.000 €,0,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Drugo,66,50.000 € - 100.000 €,0,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Drugo,64,50.000 € - 100.000 €,0,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Drugo,41,100.000 € - 1.000.000 €,1,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Drugo,33,100.000 € - 1.000.000 €,0,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Drugo,40,100.000 € - 1.000.000 €,0,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Drugo,44,100.000 € - 1.000.000 €,2,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Drugo,36,100.000 € - 1.000.000 €,0,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Drugo,18,100.000 € - 1.000.000 €,0,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Drugo,81,100.000 € - 1.000.000 €,0,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Drugo,63,100.000 € - 1.000.000 €,0,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Drugo,72,100.000 € - 1.000.000 €,0,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Drugo,68,100.000 € - 1.000.000 €,0,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Drugo,58,100.000 € - 1.000.000 €,0,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Drugo,66,100.000 € - 1.000.000 €,0,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Drugo,64,100.000 € - 1.000.000 €,0,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Drugo,41,nad 1.000.000 €,0,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Drugo,33,nad 1.000.000 €,0,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Drugo,40,nad 1.000.000 €,0,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Drugo,44,nad 1.000.000 €,0,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Drugo,36,nad 1.000.000 €,0,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Drugo,18,nad 1.000.000 €,0,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Drugo,81,nad 1.000.000 €,0,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Drugo,63,nad 1.000.000 €,0,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Drugo,72,nad 1.000.000 €,0,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Drugo,68,nad 1.000.000 €,1,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Drugo,58,nad 1.000.000 €,0,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Drugo,66,nad 1.000.000 €,0,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Drugo,64,nad 1.000.000 €,0,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Drugo,41,Ni podatka,25,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Drugo,33,Ni podatka,15,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Drugo,40,Ni podatka,24,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Drugo,44,Ni podatka,23,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Drugo,36,Ni podatka,21,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Drugo,18,Ni podatka,13,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Drugo,81,Ni podatka,42,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Drugo,63,Ni podatka,35,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Drugo,72,Ni podatka,20,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Drugo,68,Ni podatka,39,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Drugo,58,Ni podatka,10,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Drugo,66,Ni podatka,14,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Drugo,64,Ni podatka,0,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Neznano,75,Ni gmotne škode,13,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Neznano,72,Ni gmotne škode,10,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Neznano,45,Ni gmotne škode,6,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Neznano,60,Ni gmotne škode,17,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Neznano,65,Ni gmotne škode,14,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Neznano,119,Ni gmotne škode,5,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Neznano,176,Ni gmotne škode,6,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Neznano,210,Ni gmotne škode,4,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Neznano,194,Ni gmotne škode,4,4.175
Požari na prometnih sredstvih,2014,394,požari na sredstvih cestnega prometa,370,Neznano,194,Ni gmotne škode,4,3.593
Požari na prometnih sredstvih,2015,399,požari na sredstvih cestnega prometa,368,Neznano,213,Ni gmotne škode,12,4.256
Požari na prometnih sredstvih,2016,397,požari na sredstvih cestnega prometa,368,Neznano,214,Ni gmotne škode,9,4.402
Požari na prometnih sredstvih,2017,397,požari na sredstvih cestnega prometa,371,Neznano,212,Ni gmotne škode,21,4.913
Požari na prometnih sredstvih,2005,309,požari na sredstvih cestnega prometa,285,Neznano,75,do 10.000 €,20,3.097
Požari na prometnih sredstvih,2006,292,požari na sredstvih cestnega prometa,265,Neznano,72,do 10.000 €,17,3.644
Požari na prometnih sredstvih,2007,217,požari na sredstvih cestnega prometa,201,Neznano,45,do 10.000 €,10,3.413
Požari na prometnih sredstvih,2008,224,požari na sredstvih cestnega prometa,213,Neznano,60,do 10.000 €,17,3.218
Požari na prometnih sredstvih,2009,199,požari na sredstvih cestnega prometa,183,Neznano,65,do 10.000 €,28,3.065
Požari na prometnih sredstvih,2010,217,požari na sredstvih cestnega prometa,193,Neznano,119,do 10.000 €,29,2.274
Požari na prometnih sredstvih,2011,410,požari na sredstvih cestnega prometa,371,Neznano,176,do 10.000 €,48,4.840
Požari na prometnih sredstvih,2012,403,požari na sredstvih cestnega prometa,371,Neznano,210,do 10.000 €,61,5.564
Požari na prometnih sredstvih,2013,391,požari na sredstvih cestnega prometa,361,Neznano,194,do 10.000 €,97,4.175
