Textbox1
"Omejitev izpisa:
Skupina dogodkov: Požari v naravi oziroma na prostem, Požari v komunalnih in drugih zabojnikih, Požari na prometnih sredstvih, Požari v objektih"

Povzrocitev,Leto,PKID,Textbox6
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Drugo,24,Ni podatka,7,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Drugo,23,Ni podatka,8,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Drugo,47,Ni podatka,3,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Drugo,51,Ni podatka,2,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Drugo,102,Ni podatka,2,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Neznano,66,Ni gmotne škode,12,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Neznano,59,Ni gmotne škode,11,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Neznano,51,Ni gmotne škode,4,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Neznano,44,Ni gmotne škode,6,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Neznano,141,Ni gmotne škode,31,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Neznano,54,Ni gmotne škode,29,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Neznano,357,Ni gmotne škode,116,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Neznano,603,Ni gmotne škode,302,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Neznano,205,Ni gmotne škode,119,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Neznano,104,Ni gmotne škode,41,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Neznano,221,Ni gmotne škode,150,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Neznano,167,Ni gmotne škode,102,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Neznano,325,Ni gmotne škode,290,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Neznano,66,do 10.000 €,5,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Neznano,59,do 10.000 €,5,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Neznano,51,do 10.000 €,13,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Neznano,44,do 10.000 €,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Neznano,141,do 10.000 €,1,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Neznano,54,do 10.000 €,4,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Neznano,357,do 10.000 €,142,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Neznano,603,do 10.000 €,43,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Neznano,205,do 10.000 €,25,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Neznano,104,do 10.000 €,7,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Neznano,221,do 10.000 €,28,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Neznano,167,do 10.000 €,39,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Neznano,325,do 10.000 €,27,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Neznano,66,10.000 € - 50.000 €,0,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Neznano,59,10.000 € - 50.000 €,0,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Neznano,51,10.000 € - 50.000 €,0,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Neznano,44,10.000 € - 50.000 €,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Neznano,141,10.000 € - 50.000 €,0,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Neznano,54,10.000 € - 50.000 €,0,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Neznano,357,10.000 € - 50.000 €,1,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Neznano,603,10.000 € - 50.000 €,0,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Neznano,205,10.000 € - 50.000 €,0,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Neznano,104,10.000 € - 50.000 €,0,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Neznano,221,10.000 € - 50.000 €,0,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Neznano,167,10.000 € - 50.000 €,0,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Neznano,325,10.000 € - 50.000 €,0,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Neznano,66,nad 1.000.000 €,0,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Neznano,59,nad 1.000.000 €,0,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Neznano,51,nad 1.000.000 €,0,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Neznano,44,nad 1.000.000 €,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Neznano,141,nad 1.000.000 €,0,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Neznano,54,nad 1.000.000 €,0,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Neznano,357,nad 1.000.000 €,0,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Neznano,603,nad 1.000.000 €,0,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Neznano,205,nad 1.000.000 €,0,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Neznano,104,nad 1.000.000 €,1,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Neznano,221,nad 1.000.000 €,0,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Neznano,167,nad 1.000.000 €,0,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Neznano,325,nad 1.000.000 €,0,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,Neznano,66,Ni podatka,49,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,Neznano,59,Ni podatka,43,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,Neznano,51,Ni podatka,34,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,Neznano,44,Ni podatka,38,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,Neznano,141,Ni podatka,109,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,Neznano,54,Ni podatka,21,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,Neznano,357,Ni podatka,98,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,Neznano,603,Ni podatka,258,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,Neznano,205,Ni podatka,61,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,Neznano,104,Ni podatka,55,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,Neznano,221,Ni podatka,43,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,Neznano,167,Ni podatka,26,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,Neznano,325,Ni podatka,8,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,"Ni podatkov, ni bilo požara",85,Ni gmotne škode,51,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,"Ni podatkov, ni bilo požara",23,Ni gmotne škode,2,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,"Ni podatkov, ni bilo požara",17,Ni gmotne škode,6,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,"Ni podatkov, ni bilo požara",95,Ni gmotne škode,41,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,"Ni podatkov, ni bilo požara",75,Ni gmotne škode,31,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,"Ni podatkov, ni bilo požara",9,Ni gmotne škode,3,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,"Ni podatkov, ni bilo požara",52,Ni gmotne škode,40,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,"Ni podatkov, ni bilo požara",70,Ni gmotne škode,61,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,"Ni podatkov, ni bilo požara",35,Ni gmotne škode,33,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,"Ni podatkov, ni bilo požara",21,Ni gmotne škode,15,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,"Ni podatkov, ni bilo požara",32,Ni gmotne škode,29,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,"Ni podatkov, ni bilo požara",36,Ni gmotne škode,35,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,"Ni podatkov, ni bilo požara",52,Ni gmotne škode,52,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,"Ni podatkov, ni bilo požara",85,do 10.000 €,4,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,"Ni podatkov, ni bilo požara",23,do 10.000 €,1,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,"Ni podatkov, ni bilo požara",17,do 10.000 €,0,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,"Ni podatkov, ni bilo požara",95,do 10.000 €,0,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,"Ni podatkov, ni bilo požara",75,do 10.000 €,0,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,"Ni podatkov, ni bilo požara",9,do 10.000 €,4,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,"Ni podatkov, ni bilo požara",52,do 10.000 €,0,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,"Ni podatkov, ni bilo požara",70,do 10.000 €,0,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,"Ni podatkov, ni bilo požara",35,do 10.000 €,0,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,"Ni podatkov, ni bilo požara",21,do 10.000 €,0,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,"Ni podatkov, ni bilo požara",32,do 10.000 €,1,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,"Ni podatkov, ni bilo požara",36,do 10.000 €,0,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,"Ni podatkov, ni bilo požara",52,do 10.000 €,0,4.913
Požari v naravi oziroma na prostem,2005,1.117,požari na travniških površinah,476,"Ni podatkov, ni bilo požara",85,Ni podatka,30,3.097
Požari v naravi oziroma na prostem,2006,1.339,požari na travniških površinah,354,"Ni podatkov, ni bilo požara",23,Ni podatka,20,3.644
Požari v naravi oziroma na prostem,2007,1.092,požari na travniških površinah,286,"Ni podatkov, ni bilo požara",17,Ni podatka,11,3.413
Požari v naravi oziroma na prostem,2008,878,požari na travniških površinah,259,"Ni podatkov, ni bilo požara",95,Ni podatka,54,3.218
Požari v naravi oziroma na prostem,2009,938,požari na travniških površinah,464,"Ni podatkov, ni bilo požara",75,Ni podatka,44,3.065
Požari v naravi oziroma na prostem,2010,509,požari na travniških površinah,156,"Ni podatkov, ni bilo požara",9,Ni podatka,2,2.274
Požari v naravi oziroma na prostem,2011,1.781,požari na travniških površinah,824,"Ni podatkov, ni bilo požara",52,Ni podatka,12,4.840
Požari v naravi oziroma na prostem,2012,2.439,požari na travniških površinah,1.172,"Ni podatkov, ni bilo požara",70,Ni podatka,9,5.564
Požari v naravi oziroma na prostem,2013,1.332,požari na travniških površinah,411,"Ni podatkov, ni bilo požara",35,Ni podatka,2,4.175
Požari v naravi oziroma na prostem,2014,848,požari na travniških površinah,242,"Ni podatkov, ni bilo požara",21,Ni podatka,6,3.593
Požari v naravi oziroma na prostem,2015,1.358,požari na travniških površinah,474,"Ni podatkov, ni bilo požara",32,Ni podatka,2,4.256
Požari v naravi oziroma na prostem,2016,1.372,požari na travniških površinah,403,"Ni podatkov, ni bilo požara",36,Ni podatka,1,4.402
Požari v naravi oziroma na prostem,2017,2.163,požari na travniških površinah,738,"Ni podatkov, ni bilo požara",52,Ni podatka,0,4.913
Požari v naravi oziroma na prostem,2005,1.117,"požari na smetiščih, odlagališčih",157,Malomarnost kot posledica prometnih aktivnostii,1,Ni podatka,1,3.097
Požari v naravi oziroma na prostem,2006,1.339,"požari na smetiščih, odlagališčih",270,Malomarnost kot posledica prometnih aktivnostii,0,Ni podatka,0,3.644
Požari v naravi oziroma na prostem,2007,1.092,"požari na smetiščih, odlagališčih",186,Malomarnost kot posledica prometnih aktivnostii,0,Ni podatka,0,3.413
Požari v naravi oziroma na prostem,2008,878,"požari na smetiščih, odlagališčih",71,Malomarnost kot posledica prometnih aktivnostii,0,Ni podatka,0,3.218
Požari v naravi oziroma na prostem,2009,938,"požari na smetiščih, odlagališčih",80,Malomarnost kot posledica prometnih aktivnostii,0,Ni podatka,0,3.065
Požari v naravi oziroma na prostem,2010,509,"požari na smetiščih, odlagališčih",56,Malomarnost kot posledica prometnih aktivnostii,0,Ni podatka,0,2.274
Požari v naravi oziroma na prostem,2011,1.781,"požari na smetiščih, odlagališčih",104,Malomarnost kot posledica prometnih aktivnostii,0,Ni podatka,0,4.840
Požari v naravi oziroma na prostem,2012,2.439,"požari na smetiščih, odlagališčih",95,Malomarnost kot posledica prometnih aktivnostii,0,Ni podatka,0,5.564
Požari v naravi oziroma na prostem,2013,1.332,"požari na smetiščih, odlagališčih",70,Malomarnost kot posledica prometnih aktivnostii,0,Ni podatka,0,4.175
Požari v naravi oziroma na prostem,2014,848,"požari na smetiščih, odlagališčih",46,Malomarnost kot posledica prometnih aktivnostii,0,Ni podatka,0,3.593
Požari v naravi oziroma na prostem,2015,1.358,"požari na smetiščih, odlagališčih",65,Malomarnost kot posledica prometnih aktivnostii,0,Ni podatka,0,4.256
Požari v naravi oziroma na prostem,2016,1.372,"požari na smetiščih, odlagališčih",57,Malomarnost kot posledica prometnih aktivnostii,0,Ni podatka,0,4.402
